feature,missing_count,missing_pct,mean_all,std_all,mean_Pre-2020,std_Pre-2020,mean_Post-Pandemic (2021-06+),std_Post-Pandemic (2021-06+)
consumer_sentiment_chg_3,3,0.95,-0.4897763578274761,7.096402863681713,-0.16371308016877642,6.46292160297042,-1.338983050847458,7.982610776560049
consumer_sentiment_lag_3,3,0.95,81.81277955271565,13.967784463766872,85.63755274261602,12.265497941309427,65.8542372881356,9.284661471070375
fed_funds_chg_3,3,0.95,-0.019776357827476047,0.4761709061620141,-0.05105485232067511,0.43456697854632337,0.18033898305084745,0.5563023430675051
hy_oas_chg_3,3,0.95,-0.018790488577959064,1.4752732868604648,-0.013439648469918146,1.5881261617954208,-0.016531469022257512,0.504054800268788
hy_oas_lag_3,3,0.95,5.354206479695853,2.599109177230858,5.8111514856349755,2.7710437963049954,3.6080079769162308,0.6986905148644544
unemployment_rate_chg_3,3,0.95,0.0035143769968051164,1.085490161917446,-0.005485232067510537,0.3377572415657977,-0.08135593220338981,0.3224232473602674
unemployment_rate_lag_3,3,0.95,5.636102236421725,1.9410726323023535,5.910126582278481,1.8024885060431057,4.115254237288136,0.6429494427815574
consumer_sentiment_chg_6,6,1.9,-1.0783870967741933,8.320809720981362,-0.35769230769230764,7.509876516659715,-2.884745762711864,8.824472506640603
consumer_sentiment_lag_6,6,1.9,82.08741935483872,13.749530257993607,85.53290598290597,12.302422494953655,67.14576271186439,9.225757085724322
fed_funds_chg_6,6,1.9,-0.04458064516129032,0.8621004219278956,-0.10405982905982906,0.7796533926778835,0.36559322033898306,1.0425586416756392
fed_funds_lag_6,6,1.9,1.996225806451613,2.0332602386407337,1.7807692307692307,1.9409175096162712,3.1561016949152543,2.186540344730691
hy_oas_chg_6,6,1.9,-0.04854333224045708,2.2386789644090497,-0.03773640168205387,2.4751709078764637,-0.061243113310172986,0.6675953111152915
hy_oas_lag_6,6,1.9,5.3779142033437966,2.6003721415409395,5.833366616341253,2.781742415530332,3.6527196212041457,0.680763522955299
unemployment_rate_chg_6,6,1.9,0.007419354838709679,1.3981413175930202,-0.009829059829059817,0.5980203147337935,-0.18813559322033901,0.5801559676627728
unemployment_rate_lag_6,6,1.9,5.648064516129032,1.9466125574696758,5.93974358974359,1.794747205190227,4.21864406779661,0.8234650456897505
unemployment_rate_std_6,9,2.85,0.26626699851250185,0.627906606494737,0.1656854734102372,0.1312256942632985,0.15747928205423814,0.14675598068460227
jolts_ratio,11,3.48,0.7203154130325371,0.4336015785567933,0.5593969722668177,0.2841102905719677,1.353864957155629,0.3618216131575184
jolts_ratio_x_high_inflation,11,3.48,0.31337225967895516,0.5424545733679195,0.12806980423902023,0.2408943430681043,1.088431135936603,0.7245573298949102
jolts_ratio_x_tight_labor,11,3.48,0.41275067985764013,0.6003022540487262,0.20896539536044142,0.41192828260051734,1.267682549061239,0.4982827136836927
jolts_x_unemployment,11,3.48,3.4603885551584175,1.3079052009228163,2.904478333640343,0.7695754778462548,5.359698727008773,1.1520139621088104
log_jolts_ratio,11,3.48,-0.5112311129583504,0.6229391193499093,-0.7139951587685732,0.5311609867200404,0.26799667508793656,0.2665686304373492
log_jolts_ratio_x_high_inflation,11,3.48,-0.08338063698427559,0.38280983685072917,-0.1818738822910953,0.3675751956455263,0.27438107365573067,0.257322717905314
log_jolts_ratio_x_post_regime,11,3.48,0.05184197977110904,0.15748024159536336,0.0,0.0,0.26799667508793656,0.2665686304373492
log_jolts_ratio_x_tight_labor,11,3.48,0.04198646927328959,0.18158659467472038,-0.00982090550258595,0.10099535470927135,0.25204635251766166,0.27390255772408917
quits_rate,11,3.48,2.0081967213114753,0.35831067542119616,1.9074235807860263,0.29998084670337893,2.3423728813559324,0.3568073902466961
consumer_sentiment_chg_12,12,3.8,-2.1036184210526314,11.312081514201973,-0.6100877192982452,10.153718703829671,-5.16949152542373,12.8608099471074
consumer_sentiment_lag_12,12,3.8,82.58421052631579,13.407118966378821,85.2451754385965,12.323410745081622,69.2186440677966,8.965960043913816
fed_funds_chg_12,12,3.8,-0.08894736842105265,1.5411579624449836,-0.21460526315789472,1.4009462888666924,0.7930508474576272,1.7753486828355214
fed_funds_lag_12,12,3.8,1.9513157894736843,2.0276335795580005,1.7644736842105262,1.9637533028735354,2.730847457627119,2.3323654473040687
hy_oas_chg_12,12,3.8,-0.13288343109503006,2.9708817498975684,-0.12013419624489417,3.3093751104216893,-0.29417094941413297,1.114262237212824
hy_oas_lag_12,12,3.8,5.424898009805476,2.603977911852688,5.878226003772056,2.803977418761005,3.8856474573081057,0.8133660027040228
jolts_ratio_chg_1,12,3.8,-0.0002245209240221048,0.06648756778504862,0.001059003811340206,0.032084150289714196,-0.0040696944629845895,0.09198319076785531
log_jolts_ratio_chg_1,12,3.8,-0.00022814696879562777,0.10793872584837033,0.0010392050641816095,0.06158128296340407,-0.0041281687069238135,0.061597265086802785
quits_rate_chg_1,12,3.8,-0.0016447368421052646,0.10194766067331908,0.0004385964912280686,0.08879903907561595,-0.015254237288135599,0.10956585064830902
unemployment_rate_chg_12,12,3.8,0.014473684210526335,1.7640116257572809,-0.015350877192982426,1.1000926511437794,-0.6152542372881356,1.3940530786068066
unemployment_rate_lag_12,12,3.8,5.674671052631578,1.9563849661201487,5.997368421052632,1.782042609947355,4.645762711864406,1.6288690845024012
cpi_all_12m_pct_lag_1,13,4.11,2.508285028034998,1.6890288084161076,2.079247077724808,1.2176989088390757,4.425195712981235,2.0296987544743645
jolts_ratio_std_3,13,4.11,0.03411465884069882,0.04383045491668451,0.021166447979441748,0.012893491655920599,0.060662615173415216,0.03876415456152294
log_jolts_ratio_std_3,13,4.11,0.05119567144695282,0.0732502779634373,0.04165455722525912,0.024190935488347186,0.043409953010045466,0.023549436647905563
quits_rate_std_3,13,4.11,0.0598360955502297,0.04751500608088588,0.05156982126261567,0.03760760289384273,0.07055383292373454,0.03857532776950143
cpi_all_12m_pct_std_3,14,4.43,0.29847184828366874,0.26483551841817116,0.2921768907927005,0.2701926570408105,0.28387352318473524,0.1899721988286134
jolts_ratio_chg_3,14,4.43,0.0001909883103875888,0.12513749325349607,0.0042067155841986675,0.05224002796569363,-0.003999907906885327,0.15592423467097133
log_jolts_ratio_chg_3,14,4.43,0.00023763209642208716,0.19283519339797345,0.004122957743443758,0.1039249824473174,-0.00404034115946942,0.11221651458927136
quits_rate_chg_3,14,4.43,-0.003973509933774835,0.1377950689376069,0.0,0.10241527663824813,-0.03559322033898306,0.13615750497177992
quits_rate_lag_3,14,4.43,2.0092715231788083,0.35992819390507863,1.9022123893805314,0.29850660744825314,2.3779661016949154,0.3459458780723234
cpi_all_12m_pct_lag_3,15,4.75,2.5062205474183687,1.6941209700626194,2.080885653842977,1.2228850338037782,4.442904570213925,2.0204696233016457
unemployment_rate_mean_12,15,4.75,5.693687707641196,1.7743586018824717,5.981259097525473,1.758020538077167,4.216666666666667,0.8141700942596893
unemployment_rate_std_12,15,4.75,0.43056631384634136,0.7467270299124963,0.2755390256094648,0.23490918088315976,0.3036551968913493,0.3123983483088678
quits_rate_std_6,16,5.06,0.0754240410269618,0.047373520298485634,0.06370554979472953,0.02811351019812153,0.08912851966834495,0.03179775671317358
jolts_ratio_chg_6,17,5.38,0.0022030116073384546,0.19728799475387257,0.010476159652077651,0.08716964654755603,0.008110451787816636,0.28979965398492546
jolts_ratio_lag_6,17,5.38,0.7165009003796313,0.43706782118655707,0.5423069462252331,0.26770394830656724,1.3462213315990168,0.37494754579866857
log_jolts_ratio_chg_6,17,5.38,0.002620208078978316,0.28191083684582463,0.010701487185466884,0.18502965994479714,0.010855567502424515,0.22610670258388632
log_jolts_ratio_lag_6,17,5.38,-0.5195915002978617,0.6263161561334201,-0.7379764087411466,0.5173804374205042,0.2576239758526995,0.2880422806672627
quits_rate_chg_6,17,5.38,-0.008026755852842809,0.1794915991935303,-3.982862868610427e-18,0.13355836865519824,-0.057627118644067804,0.2010347283693048
quits_rate_lag_6,17,5.38,2.009364548494983,0.36173416795925517,1.8964125560538119,0.29620064149460507,2.3966101694915256,0.3347495727353845
cpi_all_12m_pct_lag_6,18,5.7,2.5058049660360675,1.702599205034549,2.0855686200312653,1.2304677658666738,4.386799372659539,2.087752565575809
jolts_ratio_std_6,20,6.33,0.049642624865875805,0.0606008195502585,0.028667306990447766,0.01686530570488894,0.09197344531598145,0.051924719517991345
cpi_all_12m_pct_std_6,21,6.65,0.45965415863557624,0.368388582705015,0.43961742252854463,0.3701377791293984,0.4999943777370433,0.3466058032978447
quits_rate_std_12,22,6.96,0.09787625714688933,0.057190263366940705,0.07912051807901163,0.034830878718962954,0.12716548510555847,0.045471206499358256
jolts_ratio_chg_12,23,7.28,0.010209662945289372,0.3168775574127084,0.027843166162694933,0.15160494435956276,0.055250462611309815,0.5403304894937675
jolts_ratio_lag_12,23,7.28,0.7112841063037333,0.4399656791685702,0.5243576955511138,0.24819743624474488,1.2982042076332099,0.44605111024248123
log_jolts_ratio_chg_12,23,7.28,0.01345657388146057,0.42787747220514893,0.03146519257524518,0.3309547740856568,0.07994000630417748,0.47512669444976924
log_jolts_ratio_lag_12,23,7.28,-0.5296223512962541,0.6287106525627008,-0.763216605010795,0.5013117819208079,0.18761737743246137,0.4155990191448825
quits_rate_chg_12,23,7.28,-0.00955631399317407,0.27042104613839874,0.005069124423963124,0.20910328790936691,-0.06610169491525425,0.3622773606390005
quits_rate_lag_12,23,7.28,2.009556313993174,0.365241721052409,1.8847926267281108,0.29170488375178505,2.4118644067796606,0.3206054325279788
cpi_all_12m_pct_lag_12,24,7.59,2.500608780335298,1.7193731341752734,2.0959643088051534,1.2455330901377144,4.2206985166375715,2.270813300303139
jolts_ratio_std_12,26,8.23,0.07931593534762245,0.0880980988694596,0.04374148718540508,0.02816513302791361,0.15813203401593834,0.09371651387962814
log_jolts_ratio_std_12,26,8.23,0.11911738246703439,0.122982150234052,0.09082379435398133,0.06432454389006305,0.12369793314876722,0.08951044771629356
cpi_all_12m_pct_std_12,27,8.54,0.6972011133974344,0.4888891611669541,0.6506112436090296,0.4635775483684986,0.8871867409398998,0.5921436512714685
ahe_private_12m_pct_lag_1,87,27.53,3.097239167310555,1.1169562239317838,2.479167039136633,0.5423503970988184,4.319395717580561,0.6459077186379594
ahe_private_12m_pct_std_3,88,27.85,0.1920124237666305,0.33327211376199656,0.12425682739420645,0.061595110085256984,0.18935342533127858,0.2400479957805091
ahe_private_12m_pct_lag_3,89,28.16,3.0930561293250234,1.1209378154410177,2.4699081118554607,0.5398443581634061,4.283444631782822,0.7969961861881079
ahe_private_12m_pct_mean_6,91,28.8,3.0920622208352437,1.0483455834889572,2.4582247431894153,0.5139359275021268,4.310756207921683,0.5905129332383772
ahe_private_12m_pct_std_6,91,28.8,0.25003046626203485,0.3735917037273042,0.14599716744194366,0.05477174654859608,0.296362565450505,0.3977101470064183
ahe_private_12m_pct_lag_6,92,29.11,3.084900975929126,1.1261338900731048,2.4540058217110565,0.5329562574890565,4.3587351717109994,0.8082275847232744
ahe_private_12m_pct_std_12,97,30.7,0.329313295807733,0.39104840678416114,0.18339802958204185,0.08938692326900599,0.4385673604084927,0.45677365757941724
ahe_private_12m_pct_lag_12,98,31.01,3.063864863319778,1.1342700765837577,2.4169782884823108,0.5114701195283567,4.4420406872895715,0.7944681580652074
